trace_values,0,100,746.0967345,0.254993669,764.4473552,99830.49618,120.030721,1.32E-85,healthy
,0.0500007,100,746.0258805,0.018934446,763.3101425,99830.91091,120.0556212,7.99E-86,healthy
,0.1000017,100,745.9357324,0.019066435,761.2959068,99831.42197,120.0018716,4.84E-86,healthy
,0.1500031,100,745.8445737,0.274621895,759.405671,99831.7683,119.9669851,2.93E-86,healthy
,0.2000039,100,745.7778886,0.523570285,758.7069096,99831.84072,119.9470885,1.77E-86,healthy
,0.2500042,100,745.7548462,0.791083461,758.2729939,99831.77862,119.9682622,1.07E-86,healthy
,0.3000051,100,745.7709065,1.039003316,759.5175497,99831.2837,119.9909675,6.48E-87,healthy
,0.3500057,100,745.7851909,0.774065766,761.8646651,99830.68717,120.0598824,3.92E-87,healthy
,0.4000061,100,745.759779,-0.018785093,762.632391,99830.56582,120.0672399,2.37E-87,healthy
,0.4500077,100,745.6715222,-0.290065664,762.2185501,99830.69429,120.0604734,1.43E-87,healthy
,0.5000088,100,745.5744726,0.240370838,763.5309434,99830.62807,119.9765956,8.68E-88,healthy
,0.5500093,100,745.5247381,1.044046567,764.5734283,99830.61876,119.9277775,5.25E-88,healthy
,0.6000101,100,745.5430121,1.064501773,764.5964635,99830.71747,119.940778,3.18E-88,healthy
,0.6500108,100,745.5571887,0.832712808,763.0264349,99830.99254,120.037124,1.92E-88,healthy
,0.7000127,100,745.5262937,0.296159737,761.0089602,99831.36245,120.0564621,1.16E-88,healthy
,0.7500126,100,745.4620935,0.005944774,759.5683387,99831.5694,120.0217323,7.04E-89,healthy
,0.8000137,100,745.4130639,0.236542682,759.4155678,99831.41086,119.9805633,4.26E-89,healthy
,0.850014,100,745.3870757,0.741696872,760.2252842,99831.05094,119.9647948,2.58E-89,healthy
,0.900015,100,745.3916412,1.018407192,762.8963181,99830.48461,119.9840709,1.56E-89,healthy
,0.9500156,100,745.4304657,0.766852098,765.4187074,99829.96545,120.0098933,9.43E-90,healthy
,1.0000169,100,745.4558791,0.237957735,765.8014641,99829.95177,120.0380587,5.70E-90,healthy
,1.050018,100,745.4200268,-0.270091536,765.8757283,99830.14937,120.0576076,3.45E-90,healthy
,1.1000209,100,745.3280563,-0.513967468,764.8089954,99830.56718,120.042691,2.09E-90,healthy
,1.1500236,100,745.2521578,0.009146926,763.6397097,99830.93775,119.9538249,1.26E-90,healthy
,1.2000259,100,745.2185655,0.52263313,762.5803467,99831.1162,119.9272929,7.64E-91,healthy
