trace_values,0,9.173619391,793.6146394,6.773557258,629.0244829,91303.91403,121.0475773,2.01E-165,noise
,0.0500014,8.963096574,792.2642637,-0.199870356,629.5993214,90523.78505,120.7401759,1.22E-165,noise
,0.1000016,8.822365264,790.6795168,-1.889224038,622.3079078,89911.7823,120.603964,7.36E-166,noise
,0.1500015,8.719629356,789.045868,-1.136592183,617.8349399,89425.34894,120.3061581,4.45E-166,noise
,0.2000028,8.636172741,787.4822072,0.04275438,626.3592764,89000.90376,119.9063874,2.69E-166,noise
,0.2500028,8.506266106,786.0822859,2.807618654,624.1704483,88536.0474,119.5526961,1.63E-166,noise
,0.300004,8.432766484,784.7852319,3.783123797,635.4315204,88092.30336,119.7500591,9.86E-167,noise
,0.3500037,8.32134716,783.5516318,2.964622185,632.3606491,87650.81167,120.022628,5.96E-167,noise
,0.4000042,8.262998762,782.2950317,1.408969815,637.3511832,87221.1032,120.238508,3.61E-167,noise
,0.4500048,8.218474461,780.9825104,1.011752854,635.2298769,86877.23551,120.3019475,2.18E-167,noise
,0.5000055,8.176654777,779.6655725,0.678408496,632.6097956,86583.87342,120.189627,1.32E-167,noise
,0.5500059,8.158789513,778.3810041,1.539480447,641.8217342,86320.16239,119.9933442,7.99E-168,noise
,0.6000065,8.086245879,777.1775852,2.054251382,638.439107,86034.10331,119.9028591,4.83E-168,noise
,0.6500069,8.078132125,776.0116774,2.074489332,643.8880415,85772.26017,119.9703354,2.92E-168,noise
,0.7000074,8.054607144,774.8530085,1.954638395,643.6638852,85552.27839,120.0995383,1.77E-168,noise
,0.750006,8.01700297,773.7192452,1.896464069,643.3262185,85329.81916,120.1425292,1.07E-168,noise
,0.800007,8.012233783,772.6230413,2.211101192,652.0228156,85120.52928,120.0032011,6.48E-169,noise
,0.8500082,7.96565961,771.5703639,1.989807325,648.3669183,84910.12871,119.9818184,3.92E-169,noise
,0.9000088,7.959186988,770.5095695,0.929980184,651.4496853,84706.55905,120.0895145,2.37E-169,noise
,0.950009,7.966577963,769.4093435,0.77799257,652.3491386,84563.92626,120.1923613,1.43E-169,noise
,1.0000096,7.949102962,768.3056901,0.496546393,647.3287704,84449.7729,120.1750419,8.68E-170,noise
,1.05001,7.965107704,767.2406939,1.493516582,654.9125389,84350.68735,120.0007392,5.25E-170,noise
,1.1000106,7.949463723,766.2388297,2.072244629,655.4119194,84247.02498,119.9054109,3.18E-170,noise
,1.1500104,7.928056221,765.3067255,2.545309946,654.9002482,84125.38776,119.9277944,1.92E-170,noise
,1.2000113,7.935183156,764.4172111,2.612039984,663.929002,84003.94029,119.9887499,1.16E-170,noise
,1.2500117,7.907647424,763.5411949,2.167926933,661.7629378,83873.65212,120.0619733,7.03E-171,noise
,1.3000117,7.900762998,762.6695787,1.593925161,661.5817981,83748.62645,120.12288,4.25E-171,noise
,1.3500119,7.916309421,761.7832362,1.382574532,667.9567806,83647.18547,120.1100975,2.57E-171,noise
,1.4000127,7.901592237,760.8929883,1.159307873,664.2656757,83556.99237,120.0818669,1.56E-171,noise
,1.4500129,7.900891496,760.0234263,1.08958651,664.7226875,83472.5144,120.0484877,9.42E-172,noise
,1.5000134,7.920098264,759.1633321,1.135365763,670.8508406,83406.54286,120.0306911,5.70E-172,noise
,1.5500138,7.909683426,758.3203391,1.177413173,667.2304585,83348.02342,120.0376911,3.45E-172,noise
,1.6000146,7.912043112,757.4990558,1.114122015,667.4720483,83292.01168,120.0533959,2.09E-172,noise
,1.6500151,7.93436025,756.6876421,1.153922918,673.75237,83250.8412,120.0447141,1.26E-172,noise
,1.7000157,7.928303788,755.8921249,1.198808338,670.6862983,83215.10478,120.0358986,7.64E-173,noise
,1.7500155,7.93008828,755.1200814,1.394698172,669.9580805,83178.59823,120.0336244,4.62E-173,noise
,1.8000164,7.951816628,754.3734614,1.413937065,677.5317079,83151.12587,120.0187079,2.80E-173,noise
,1.8500168,7.946557706,753.6470815,1.473481171,675.7810308,83114.93275,120.0101308,1.69E-173,noise
,1.9000172,7.942432019,752.9422471,1.429269115,673.5055524,83078.4051,120.0374915,1.02E-173,noise
,1.950018,7.964935613,752.2378838,1.160429455,679.5199388,83050.61744,120.0676766,6.19E-174,noise
,2.0000177,7.970742825,751.540335,1.228685835,680.331182,83030.1326,120.0481503,3.75E-174,noise
,2.0500192,7.963059392,750.8434514,0.681966184,676.4946264,83005.79116,120.0626028,2.27E-174,noise
,2.1000195,7.993159679,750.1285155,0.391229299,679.0324968,83003.61792,120.0956395,1.37E-174,noise
